,Author,Date,body,Class
849,waqas khan,2016-07-02,thank for fix s7 edge screen mirror issue,1.0
850,silvio a  figueiredo,2016-07-02,not even after i reinstal it in my lg g4,1.0
851,donte carter,2016-07-02,thank you so much   this be by far my favorite and most used       great job!,
852,scrumptious gemini,2016-07-02,i only use chrome cast now and love it,
853,andrew miller,2016-07-02,when watch hulu it hang after commercial and have to be reset ,
854,t r  stephen,2016-07-02,this official be officially crap  it stutter and freeze even on the newest of devices ,1.0
855,clvjr1980,2016-07-02,used to work without internet with two phone set up but update f cked it up  thanks  guess i have to return this pos ,1.0
856,mary hart,2016-07-02,have to reset every day  hate it ,
857,abhijit dethe,2016-07-02,work flawlessly,
858,shivam khanna,2016-07-02,can be better but still money worth,
859,marie christine,2016-07-01,lose picture quality on tv  i do not use chromecast for a few week and when i do use it after a few week it stop work altogether  do everything boot and re boot uninstal and re installed  not work at all!!! wish i read the report before buy it!  45 wasted!!!,1.0
860,kaemon faryon,2016-07-01,ok ,
861,raymond beed,2016-07-01,its great to watch u tube on tv    ,
862,bryan cruz,2016-07-01,i feel like wasted my money always crash s don t connect well with hbo have to restart it constantly get with it google,1.0
863,frank franklin,2016-07-01,have trouble once disconnect to my chrome audio  i m have trouble reconnect as it s always show disconnect  i ve have to un install several time too over cone this issue ,1.0
864,sergey rogogevski,2016-07-01,very good staff,
865,mr  thomas davidson,2016-07-01,google cast,2.0
866,amith ram,2016-07-01,no use of this without the device make available worldwide,
867,mike demers,2016-07-01,be flawless for a year  last update be bad  everytime you want to cast you basically need to spend 20 minute try to get the connection back  be a great device now a piece of useless plastic ,1.0
868,robert grant,2016-07-01,this used to be a great for netflix but now i always get an error message  will not work for netflix       don t know what else it is good for,1.0
869,jason palmer,2016-07-01,ever since the last update none of the s on my note 5 be recognize my chromecasts  i ve reset them reboot my phone nothing,1.0
870,marci akman,2016-07-01,we have have 2 chromecast work beautifully for several years   google what do you do to ruin my experience? they will not connect without reboot our router  over the past few day we have have to do this more than 5 times   google what be your solution because i m sit with your equipment and all i want to do be throw it out my window due to frustration   google be the update intend to ruin my view of your brand?  google what will you do to fix this horrible experience?,1.0
871,sabrina richmond,2016-07-01,good,
872,mrrodriguez512,2016-07-01,love it  work well on my iphone 3gs,
873,will robinson,2016-07-01,it would be much improve if it would continue to send when the screen be off otherwise i may as well watch whatever on my phone  just a thought ,1.0
874,martha asce,2016-07-01,angel,
875,powerknight 0100 010,2016-07-01,its an amazing and be very very useful for cast with,
876,josh kurtz,2016-07-01,this be clean very few issue and really easy to use ,
877,missy bansda,2016-07-01,you don t need this,
878,farshores1,2016-07-01,i think it s as good as a user s connection  i get very few issues ,1.0
879,justin mitiguy,2016-07-01,garbage product  if you just want to stream from your pc to tv find something else ,
880,frederic rocha,2016-07-01,but cannot get the group function,1.0
881,rick tabares,2016-07-01,fix soon please,1.0
882,nam nguyen,2016-07-01,use to work great now it s almost useless,
883,alicia etler,2016-07-01,a couple suggestion 1  the ability to force specific resolutions  my net connection isn t fast enough to stream video in 1080p without stuttering so i d prefer to use 720p  2  the your device isn t optimize dialog for screen mirror be annoying  a do not show again box for it would greatly be reciated ,
884,gilbert cruz,2016-07-01,need new updates  galaxy note 3 ,1.0
885,redge acosta,2016-07-01,nice nice nice,
886,kyle miller,2016-07-01,i have a note 5 that will castmirror the screen no problem but when i try to do so with my galaxy tab a it never connect to it  tried everything,1.0
887,nate holmes,2016-06-30,works perfect with all s except for google chrome  come man fix that i don t need it for anything other than chrome doesn t ear on any website know matter what it is     ,1.0
888,jesse matter,2016-06-30,its google castyep,2.0
889,james ruckman,2016-06-30,c mon google! some kind of reliability testing should be an essential part of this  ,
890,antriksh sharma,2016-06-30,love google like anything,
891,jordan powell,2016-06-30,netflix start work fine and then shortly after will simply not with my chromecast anymore,1.0
892,jemilo ii,2016-06-30,work,
893,curtis matthews,2016-06-30,this work a lot better now  when i first get it the it sucked  but now it work great and it be still get better ,
894,diana rostek,2016-06-30,i be a beautiful person,
895,ricardo butierres,2016-06-30,fail,1.0
896,windom earle,2016-06-30,use it to stream tv from my laptop to the tv it work flawlessly also never fail when i stream youtube from my galaxy s6 i never update it so far im afraid ,1.0
897,sandy wade,2016-06-30,don t know yet can not set it up,
898,faris muhammed,2016-06-30,after update google cast sucks  not recognize device  please take action immediately,1.0
899,randy ingram,2016-06-30,you never really know if its go to work or decide if it dosent feel like casting today with netflix   ive check with netflix and they say its something with the chromcast it frustrate a lot i love to chill out brfore i start run in my day and then it decided it dosent feel like it ,
900,nymphet haze,2016-06-30,its a good   but when you watch a movie online for too long the chrome cast button go away and then the only way to pause it be to either let it keep playing or stop the whole thing,1.0
901,jonathan lichtenberg,2016-06-30,doesn t detect my vizio tv but on the website it say the can detect it and many other that support stream and my vizio tv do,1.0
902,rob beer,2016-06-30,love it,
903,jake laroche,2016-06-30,over all the function very well  however im hold back on the one star because almost half of the song on soundcloud refuse to cast  i know for a fact it isn t soundcloud fault because the work fine by itself so if you can fix this that would be fantastic ,1.0
904,michelle spencer,2016-06-30,when it decide to work it s brilliant  but  it rarely works  lagslosis connection  when you try open it through the say try turn your location on  tonight i have restart phone 3 times  restart chromecast 6 time and eventually give up  get a fire or an android box  this really isn t worth the money ,1.0
905,ms  robin williams,2016-06-30,google cast,2.0
906,deijrah rhea,2016-06-30,work fine,
907,jeff sollars,2016-06-29,better than cable ,
908,mary deagon,2016-06-29,i love it so much from the day i get it but lately all the netflix drop be incessant and insane! if this doesn t somehow get resolve within a week i m switching to fire stick ,
909,shanta colburn,2016-06-29,just a awesome it s a lil hard to learn but it work great,
910,priscilla arroyo,2016-06-29,i love it ,
911,anthony solomon,2016-06-29,it work pretty good but its a hit or miss,
912,kevin heasley,2016-06-29,get it work again,
913,sudhir ramraj mongia,2016-06-29,expect it to allow me cast video from local storage too,
914,jonah tang,2016-06-29,great that give information about your chromecast devices ,1.0
915,brendan mrnicecool,2016-06-29,work great with a wide variety of s ,
916,a torres,2016-06-29,it will not let me cast keep say disconnect htc desire 626s garbage waste of money ,
917,gianne hernandez,2016-06-29,tsh,
918,stacy best,2016-06-29,wonderful,
919,khoder almatrah,2016-06-29,awesome,
920,alex barrera,2016-06-29,love it,
921,craig campbell,2016-06-29,won t mirror cast from android phone ??? keeps saying casting ended after about 15 seconds ??? but fine from my laptop with chromecast extension     ,1.0
922,antoinette merrick,2016-06-29,it wont work  work once only  now no one can get it to work ,1.0
923,derek hale,2016-06-29,honestly trash now that i can t cast anything  there s no point in cast anymore  a waste of money now ,1.0
924,c randolph harris,2016-06-29,go to try it let you know what hen,1.0
925,enam hussain,2016-06-29,doesn t work properly the video play and its not play the same time as the audio like the person be speaking but their mouth doesn t move im guess the chromecast be too slow ,1.0
926,keanzie dim,2016-06-29,             no comment,1.0
927,rachel edwards,2016-06-29,yes when i first try it it be fun lit lawdss,
928,martina leblanc,2016-06-29,it be my favorite way to use netflix and youtube!,
929,lori black,2016-06-29,super awesome,
930,natalie ordaz,2016-06-29,it doesn t work,1.0
931,jeanette clement,2016-06-29,i love casting from my phone used google chromecast  however after the latest update i install today i be unable to connect or cast to my tv ,1.0
932,taia hopkins,2016-06-29,i d give it a 0 star if i can doesn t play wwe network or most of my favorite s 1 of witch be showbox  wast of money  i m return it for my money back that bad ,1.0
933,dee martinez,2016-06-29,waste of time! only good for pic that show when nothing be on  doesn t connect and when connected show only the i m try to use!,1.0
934,czaryna faye naceno,2016-06-28,i used to enjoy it but it suddenly stopped  now it don t work anymore ,1.0
935,robert rasko,2016-06-28,nothing but a round and round headache!!!!!,1.0
936,john fizzelo,2016-06-28,nuff said ,
937,alvaro gomez,2016-06-28,need to keep reset the unit to get connect,1.0
938,wendy hundley,2016-06-28,work good  hy with it ,
939,mikhail lacaba,2016-06-28,for a certain website when i watch a video on the left up most corner it have the cast button or so it used to anyways the thing be i try resete chrome and chrome cast but it win t ear anymore i hate screen cast because my phone burn up  what be not do right?,1.0
940,phillip buster,2016-06-28,frequently require me to restart my browser google chrome when streaming  almost always cut the stream out during the first 5sec it stream and then magically work after i restream it  a terrible offer fraught with bugs  chromecast v1 be much better,1.0
941,sahil soorma,2016-06-28,waste of money ,
942,markeymark,2016-06-28,drop cast  use netflix drop every time annoying be this google way of make you buy latest device of chromecast? bush league    even stall on youtube pos   ,1.0
943,bernard deocampo,2016-06-28,my first generation chromecast will no longer work with my android and connect  waste of my money,
944,john hays,2016-06-28,love it,
945,paula hanlon,2016-06-28,buy it for christmas and now can t put it down worth every penny easy to use and really basic for beginner like my hubby do a hy dance,
946,matoa takahashi,2016-06-28,purchase chromecast to stream google play movie offline  that functionality be intentionally block for unknown reasons  pretty much worthless without a strong data connection  would not recommend ,1.0
947,tracy cram,2016-06-28,would be great if i can just keep it connected  the amount of factory reset i have have to do in a week be rediculous  i have the older version which be great until recently so i buy the new one worse decission i made  not hy  ,1.0
948,arup das,2016-06-28,google photo do not cast,
949,shreyansh mohta mohta,2016-06-28,not work properly on zuk z1,
950,dushyant sinh jadeja,2016-06-28,dk,
951,chloe dalton,2016-06-28,only downside be the delay between the activity on the device and the casting output  other than that brilliant,
952,alexander harcovitz,2016-06-28,i m hy to re rate if someone can help me  i can cast a netflix video to the chromecast but my phone almost immediately lose connection to chromecast and i can t adjust volume or pause or change what s play without reconnect and disrupt playback ,1.0
953,mark caputto,2016-06-28,new version can not cast chrome browser,1.0
954,prasad ghagare,2016-06-28,the chromecast need some patience and willingness to try a few thing to set it up  once do though work nice  just one issue not able to play  mkv files  otherwise use es file explorer s cast button for any of your offline video that just work fine,
955,jonathan scherer,2016-06-28,it doesn t work,1.0
956,kallum allcock,2016-06-28,however bbc iplayer wont cast from my htcm9 to chromecast since last update  any fix or advise??,
957,randy jamey kethkan,2016-06-28,i get the circle new chrome cast it work with wi fi connection i can cast and watch netflix on my tv love it chromecast newer model,
958,haris raheel,2016-06-28,casting win t work with youtube  the cast button doesn t ear on the top bar,
959,michael dumaine,2016-06-28,used to work great when chromecast  since google take over i can no longer cast my galaxy s5 to the device  way to go google ,1.0
960,paulkettle,2016-06-28,keep fall out of connection start now and again but now minute even just second c mon chrome,1.0
961,dinuk thewarapperuma,2016-06-28,freeze and picture quality lower when it play again ,1.0
962,angel oliver,2016-06-28,i love it but when i want to play a show a it work slow ,
963,kyle marrero,2016-06-27,google movie win t share onto the tv!! need an update and need fixing  everything else work except google movie,1.0
964,jason yost,2016-06-27,whenever i try to change the volume when nothing s on the ringtone change which be normal right? well as soon as i start casting you d figure the volume key would affect that right? nope  i need to go into the to change it  i m not say that s bad i m just say i be able to change the volume used the button now i m not and i m terribly confused ,
965,armando sargent,2016-06-27,can t mirror on to my tv,1.0
966,lynn chambers,2016-06-27,i love chromecast however it wont stop cast start cast on demand  often force you to restart your device several time before video stop or start  very annoying ,1.0
967,kathleen vaughn,2016-06-27,love castingready to cut the cable cord,
968,paris smith,2016-06-27,it be lit,
969,eugene karayev,2016-06-27,cast button on pandora disear with update  please help!!! galaxy note 5,1.0
970,wendy reynolds,2016-06-27,excellent,
971,spare thread,2016-06-27,for some reason yesterday i can t and now i can since i ve install the update so thank you                ,1.0
972,omair khan,2016-06-27,it s be glitch alot can t find chrome cast  just buy this thing it be work fine but now it s not function properly,1.0
973,bob ohare,2016-06-27,wow  so simple to use and work great  thank google but it be the very least you can do give all the information you have collect on me over the year so i guess it just make that pill go down a little easier  your welcome and thanks ,
974,joey plemmons,2016-06-27,love it can stream anything on my phone right to my tv  only thing i wish you can plug ear plug into phone or listen to bluetooth while your stream on tv !!go go gadget google team,
975,mansi jangam,2016-06-27,amazing,
976,robert gonzales,2016-06-27,,
977,andreas e  hopen,2016-06-27,so it work great when it works  however 9 out of 10 time it doesn t however this be only after the latest update  the chromecast can t find the chromecast  also many other s show the cast button randomly  and last the cast from the notification bar can t seem to find it any longer either   i have a nexus 6p and a pixel c  same issue on both ,1.0
978,louise steeves,2016-06-27,doesn t work!,1.0
979,ting tong,2016-06-27,keep disconnect from my phone why i think it s the google cast it s self or both  update  just try allcast and it work perfectly so it s this total rubbish,1.0
980,nick10581 garcia,2016-06-27,ligit,
981,nick pharis,2016-06-27,work half the time actually cause issue with playback of video,1.0
982,anthony castro jr,2016-06-27,great,
983,lonnie ayala,2016-06-27,there best ever!,
984,pharaoh sanakht,2016-06-27,this be great connect to my sony smart tv   now it can t seem to connect   what be i do wrong  update i reinstal the reset my tv reboot my router   everything work fine for about 15 minute then the same problem start again  i try a different stream it work fine no problems  so the problem be google cast  ,1.0
985,sir jecht,2016-06-27,but good,
986,andrew h,2016-06-27,wish there be more support  but work very well ,2.0
987,mugo mureithi,2016-06-27,work like a charm  be it possible to add private listening to the features?,
988,anand agarwal,2016-06-27,work great,
989,koushik dhar,2016-06-27,test on s5 android 6   do everything  total phone mirror,1.0
990,itzjosh,2016-06-27,not as good as amazon tv box quad core 2 gb ram found cast to be a pain to control unlike amazon tv which has the remote controller  personally i m going back to amazon tv sorry cast is poor without the s that it lacks  good for mirror casting but that s about all its good for          ,
991,mangaboyff7,2016-06-27,yeah work when i first get it now when i cast screen and connect it but when i do it s just a black screen on my tv,1.0
992,x mic,2016-06-27,new update remove the ability to cast movie from certain website on google chrome    i hate it   i can t cast on my favorite site  ,1.0
993,barry adams,2016-06-27,i have the galaxy s7 and note 5 and some other device the cast on all of them be shotty and never last to long  the only thing that work with out fail be the backdrop,1.0
994,elijah fisher,2016-06-27,work great! now that the new update came  it wouldn t let me get past the tuturial part but now it run smoothly and i can stream netflix and other s much easier!,
995,nick hill,2016-06-27,phone tablet chromebook iphone to the tv superb,
996,giovanni perez,2016-06-27,i like the but you guy need to include option with the wifi like the wp push pin option,
997,due vierzig,2016-06-27,for local medium it be unusable in most case since it only support mp4 and vp89  no mpeg mkv ogg m4v avi mov wmv iso ts m2t and so on ,
998,angie s,2016-06-27,t find my chromecast on any device  what a waste and total bs,1.0
999,juan jes  s haro,2016-06-27,i m tired of always have to unplug and restart the chromecast audio because be not find by the phone  fix this it have be a problem for a long time already,1.0
1000,jeffrey parker,2016-06-27,can t use it without wifi  what the fuck ?,1.0
1001,pongo rubio,2016-06-27,dont wast money on this  work only when it want to  other similar product work so much better,
1002,mark a,2016-06-26,very buggy  always have some sort of issue,1.0
1003,david ross,2016-06-26,you need to remove the wi fi need option because i use hotspot,2.0
1004,bryan moross,2016-06-26,read the hit or miss comments  it look like person be have trouble but it can be the device used to control chromecast  no issue with my nexus5 nor nexus5x ,1.0
1005,scott nelson,2016-06-26,since upgrade it drop network connection  very frustrating!,1.0
1006,kevin heasley,2016-06-26,say it connect but nothing showing up on the tv when i hit the cast button ,1.0
1007,robbie noble,2016-06-26,the chromecast used to work brilliantly and i be so impressed i be go to get another one for our other tv until suddenly stop work all together  it hen a few day after an android update  sort yourselves out google its either a problem with your ui your or your chromecast device! you be suppose to be an exemplar of modern tech but can t even get your own stuff working together!!!!!!!,
1008,peter mcmahon,2016-06-26,piece of sht,1.0
1009,adam kendall,2016-06-26,work sporadically at best  pay for content on google movie and win t play the whole movie  must have internet connection  will not play google play content that have be down load so if you want this for travele forget it  aweful device and service from such a big company,
1010,nnn butt nabil ikram,2016-06-26,butt,
1011,kevin ackroyd,2016-06-26,chrome cast,1.0
1012,amit choudhary,2016-06-26,bakwa,
1013,jul t,2016-06-26,work very well!,
1014,krishnal jadav,2016-06-26,plug chromecast to tv and it show only red light  tv show blank screen and sometime chromecast upon reboot  try each option give at troubleshoopt page but didn t work,1.0
1015,raquel adoc,2016-06-26,it doesnt work!!!!!!!! why be that???? i hate it,1.0
1016,jariah rivera,2016-06-26,how can i cast the screen,1.0
1017,vijay chowdary,2016-06-26,its nice and nothing great,
1018,garima malik,2016-06-26,doesnt work its either audio or video it work in the start,1.0
1019,nikki mackey,2016-06-26,purchase wooohooo! work alright! out of the blue stop work couldn t see cast symbol reset cast uninstall and reinstall chromecast on device follow prompt now instead of loading from my device it say load from nearby device and use password  i m the only device ha! all of sudden it cant read my device only by putt in the password  never have be on guest to use the password  thx goodness password on wallpaper screenye woe its me it be working but go round the bush a few time before it works  omfg!!!,1.0
1020,tim richardson,2016-06-26,sometimes win t play ,1.0
1021,ethan prine,2016-06-26,great idea  awesome when it does decide to work  please stop the connection drops!  update this sucks so bad now  chromecast won t even start the setup to allow me to even attempt a reconnect  do not buy this cheap crap  update working much better now,1.0
1022,prasanthan kammara,2016-06-26,easy setup work good,
1023,deborah gee,2016-06-26,i cannot get this to cast anymore  very frustrating ,1.0
1024,darius mekoa,2016-06-26,very good and interesting,
1025,nikki lynn,2016-06-26,love stream netflix and hulu without have to start up the ps3 or ps4  other than that i do wish it be more like my roku  it s just completely different  les and orange i suppose ,
1026,yoyo u,2016-06-26,say that dell venue be not supported  please make it support but it work well with sony and samsung phone,1.0
1027,eugene karayev,2016-06-26,cast button on pandora disear with update  please help!!! galaxy note 5,1.0
1028,landon wing,2016-06-26,please make chromecast and chomecast audio able to sync in order to play the same source content  example chromecast to tv used google play movie and chromecast audio to a nearby speaker play only the audio content from google play movies  this will allow virtually any speaker to become a sound bar  ,1.0
1029,carlos talavera,2016-06-26,let     ,
1030,gloria gomez,2016-06-26,freezes n doesnt cast wat on the screen   ,1.0
1031,alex snowblind,2016-06-26,i have android 4 4 2 and the screen mirror doesn t work  why????? the youtube work,1.0
1032,brian green,2016-06-26,this be great with the exception of netflix  their will not cast unless logged out and then log back in  really an annoying process  i have raise the issue many time with them  maybe you will have better luck ,1.0
1033,andy rietz,2016-06-26,you will wonder how you used to watch thing on tv before you have a chromecast,
1034,colin buchan,2016-06-26,recent update have make it crap please fix this google then i might give a more generous rating ,1.0
1035,shannon sturgeon,2016-06-26,,
1036,naman pat,2016-06-26,amazing concept  the execution sucks it need to be restart frequently ,
1037,tasha waggoner,2016-06-26,everytime i try to cast from my phone it pop up ready to cast but do nothing  my chromecast be in the same room no more than 6ft away  work great on my tablet even if i m in another room  please fix this  my tablet be not always charge like my phone,1.0
1038,pamela campana,2016-06-26,wonderful,
1039,tee wrecka,2016-06-26,used to work when it be just call chromecast now it just force close as soon as i open it  oneplus 2 cm13 mm 6 0,1.0
1040,doreen harrington,2016-06-26,couldn t down load the   ,1.0
1041,mark a,2016-06-26,always have issue very buggy,1.0
1042,jianming chen,2016-06-25,                                    youtube                           ,
1043,kirrin jones,2016-06-25,work well and allow me to broadcast from my phone tablet and laptop ,1.0
1044,brian york,2016-06-25,very functional,
1045,candace brown,2016-06-25,i don t know what hen but since the update this thing suckswaste of money,
1046,austin stuart,2016-06-25,would be 1010 but i can t mirror my android 4 3  be really look forward to that feature ,
1047,nagaraj kampeti,2016-06-25,but we need still improvement to support cast content through mobile which be available in mobile no link with the wifi ,2.0
1048,ron copsetta,2016-06-25,awesome the chromecast be a phenomenal device and this work great,
1049,david f,2016-06-25,no smart tv but have an available hdmi port and have wifi? affordable tech bargain for the price  this be probably more about the device than the but to me they go hand in hand  sometimes glitchy but if you expect perfection then you ll be disointed  feature change and other s get add periodically ,1.0
1050,yvonne tota,2016-06-25,easy to watch youtube  u0026amp  video from many other s on my tv  when i switch phone  u0026amp  couldn t get it to work anymore i just open the  u0026amp  follow the problem solve directions  verizon lg g4 ,1.0
1051,dan kelly,2016-06-25,only play background music through speaker no dialogue,
1052,micah goldstein,2016-06-25,this be the killer for phones  period  but it need to work without hassle  right now i ve just update and go from work to broken  no good ,1.0
1053,alan asa edwards,2016-06-25,i can finally use my cast again after my ip finally update the firmware version on my super hub3,
1054,l feign,2016-06-25,can t maintain connection to any chromecast audio device for longer than 30 minutes  the latest update actually make thing worse reduce reliable connection time to under ten minutes  and now it often require a complete reboot of wi fi chromecast device and phone in order to get it to work again  note that this problem do not ly to chromecast video devices  chromecast audio badly need a firmware update and this need a rethink ,1.0
1055,thomas long ii,2016-06-25,this be only if you have the chromecast device  you need the device to stream your phone tablet or computer run the chrome browser or chrome ium os,1.0
1056,roger biderbost,2016-06-25,muy   til lo uso con localcast v  a dnla y samba con m  s netflix youtube kodi  espectacular,
1057,florin adochiei,2016-06-25,not sure why this do not allow to forget wi fi network anymore? i can t reconnect my chromecast to my new wifi network,1.0
1058,tarun gupta,2016-06-25,it turn my tv into smart tv that too in 3k inr easy to install and use  thank google,
1059,david acedo,2016-06-25,bought 2 at best buy and used it in japan  very easy setup and user friendly         ,
1060,amit bose,2016-06-25,no word to explain  even 5 star be too short to define ,
1061,shelby merriam,2016-06-25,little bit of everything     ,
1062,jonathan sanchez,2016-06-25,love the,
1063,clive bluston,2016-06-25,i cannot update album to be shown ,1.0
1064,walid bijle,2016-06-25,please solve the privacy issue,1.0
1065,reza nashvi,2016-06-25,it only need some improvement in screen casting  otherwise great,
1066,nick white,2016-06-25,great to support chromecast,1.0
1067,braydon fryer,2016-06-25,this win t download on multiple android devices  ,1.0
1068,greg clayton,2016-06-25,too many issue buy a roku  you ruin a great thing ,1.0
1069,jarrod rivett,2016-06-25,it s not let me do what you guy advertise cast to my screen  video will play on my phone but when i select cast screen it stay black  what s the point of even have your chromecast if it doesn t do what i paid it to do? it s not just my phone  my fiance s do the exact same thing so it s your lication,1.0
1070,sid d,2016-06-25,at 1st i be able to cast video from any website but the recent update i can only cast from youtube even if i cast from my phone there be a lag and hang even it 20 mbps speed  google product be very disoint in the product,1.0
1071,faiz ahmed,2016-06-25,loving it thank google  can t wait for google home!,
1072,gurumoorthy yegnanarayanan,2016-06-25,amazing device,
1073,jeff de bauche,2016-06-25,great   but wish there be more to use it with  great job  thanks ,
1074,johnny ochoa,2016-06-25,goodone,
1075,iman bachmid,2016-06-25,since last update i can t play influx with my chromecast2,
1076,rikki bovey,2016-06-25,awsome device love it,
1077,egidio giani,2016-06-25,work perfect for age with no sync or connectivity issues  now i can only cast from my phone  this medium be not available when i try to cast from my pcserver,1.0
1078,hajnalka maria,2016-06-25,i love it it be amazing and download fast  not,
1079,wanda ross,2016-06-25,i wouldn t be without it!,1.0
1080,thomas munli,2016-06-25,now the chromecast dongle not pick up any signal after update  be the rating fake by google staff? if you think of buy stop until they resolve the problem ,1.0
1081,sunny johnson joyner,2016-06-25,i turn off the cable  i love this !,
1082,karunakar deo,2016-06-25,superb,
1083,hrishabh sahu,2016-06-25,can u please make the chromecast doungle the smaller one to cast audio also rest be good!!,2.0
1084,jesiya rahman,2016-06-25,this be so cool,
1085,marilyn j hicks,2016-06-25,work perfectly with my note 5!,1.0
1086,tim josephson,2016-06-25,what a wonderful seamless device and ! my only complaint be that not enough s use it,
1087,jay hanson,2016-06-25,i have struggle with this on chromecast2 now for 2mo  i have strong fast wifi yet this constantly disconnects  cc say it have 4bars max signal and be plug into wall socket  all other device laptop tablet smartphone and roku work flawlessly  more frustration than its worth  in my opinion this be a beta!,1.0
1088,nirmal keshvani,2016-06-25,love it,
1089,douglas york ii,2016-06-25,this work wonderfully to cast video movie picture etc  to my devices ,1.0
1090,devin hernandez,2016-06-25,completely crash on me  wouldn t let me disconnect even though it wasn t connect in the first place,1.0
1091,angelo perera,2016-06-25,at least on my internet connection! i have the old chromecast and whenever i try to set mine up the process always freeze at connect the chromecast to my internet  i know it s a problem with my internet because when i try the setup at my cousin house it work flawlessly  the chromecast be work fine before i switch isp s to the same one my cousin have so if someone from google can help me out i would be overjoyed  i love my chromecast so much before the incident ,1.0
1092,gphjr14,2016-06-25,still need fast forward function for netflix and other popular s  stream from webpage like vodlocker work well but can get stick on a loop where even after you re do the chromecast restart wake my tv up after i ve close the and stop casting ,1.0
1093,ahmed hussein,2016-06-25,not cast mobile with marshmallow only chrome,1.0
1094,valentines vincent,2016-06-25,but since last week  it not cast anything to my tv anymore  if press the cast screen nothing work ,1.0
1095,tom  s papi,2016-06-25,cada vez que me llega un mensaje de telegram se detiene lo que estoy viendo en youtube y vuelve al minuto 0  es muy molesto  adem  s hace falta compatibilidad con much  simas cosas m  s  no se puede transmitir contenido local  google nexus 5,
1096,ruben chico  romo,2016-06-25,it come in handy  u0026amp  u should download it,
1097,borders rover,2016-06-25,thanks to chrome cast i can read my morning papers in bed    ,
1098,evilgoku200,2016-06-25,knock the chromecast and nexus off the internet  can t cast anything! now a piece of junk ,1.0
1099,simons villa,2016-06-25,i get a lot of disconnect and that s a real pain as you can t then turn it off!!,1.0
1100,jakub olechowski,2016-06-25,turn my boring tv into a smart tv  ,
1101,kraig cole,2016-06-25,buggy,1.0
1102,frogmandave,2016-06-25,great !,
1103,vasilis lampropoulos,2016-06-25,1  why do i need a chromecast device when you can add an extension or an ?? 2  lose connection in middle of cast and do not reconnect  3  difficult to understand and to what connect with what  shouldn t i be able to cast my phone to my tablet? or to my chrome browser? so only cast if you have a chromecast device,1.0
1104,bio tronik,2016-06-25,stop work on all my samsung device to cast screen ,1.0
1105,avadis janiashyan,2016-06-25,it work fine but when i want to screen cast often it supposedly connect but no cast i have to restart my phone so that it start casting,1.0
1106,hemanth kumar,2016-06-25,previously when i used to stream youtube video i see no add interrupt but now a day lot of add com up ,
1107,dan llewellyn,2016-06-25,get better all the time ,
1108,jovanny a rodriguez,2016-06-25,please add the ability to be able to move the to the sdcard  thank you,2.0
1109,ricardo white,2016-06-25,will connect to my wi fi  then say device can tbe locate on network  be work fine ,1.0
1110,emenike anadu,2016-06-25,great,
1111,margo greer,2016-06-25,keep get pop up about can t connect because of an incorrect password ,1.0
1112,adam heim,2016-06-25,great,
1113,donna rush,2016-06-25,best device i have bought  it never skip a beat  i have not have any issue and its on all the time  love it!,
1114,tre dowden,2016-06-25,third update in less than a week this deserve no less than 5 stars  wts? still not working  fix this!,1.0
1115,james hudley,2016-06-25,hard to get it through my surround sound,
1116,justin meadows,2016-06-25,everytime i try to watch twitch used the chromecast the video lag so bad needs improvement,
1117,brian wrenn,2016-06-25,great   and free,
1118,mehdi s,2016-06-25,,
1119,billy lopez,2016-06-25,can t watch a movie and decide to watch another it will continuously go back to the previous thing you be cast,1.0
1120,justo ruan,2016-06-25,be better,
1121,ephraim a,2016-06-25,less comercial ,
1122,james peers,2016-06-25,easy to use and very consistent across all my device,
1123,shatara davis,2016-06-25,great,
1124,shawn presley,2016-06-25,so easy to use and for the  35 i paid for it a tremendous bargin,
1125,ganesh irodi,2016-06-24,after the update it fail to find the device  but i guess once you turn off and on the router its back on line  ,1.0
1126,matt honshel,2016-06-24,only good for home use  perfect size for travel but useless unless it can access the portal page for hotel wi fi  amazon fire allow this why not chromecast?,
1127,jonathan kolsters,2016-06-24,love this device! would be nice if i can stream from my laptop though  google should consider make a pc version ,
1128,joe ferraro,2016-06-24,ok but not cool that google does not let you opt out of the location after they scred your wifi password         should work with youtube but because youtube is not solely an audio it won t work let the user decide if they need full video or not or ask them          you should be able to use a chromecast device video to recieve just audio too  i would be nice to sync tvs and speakers across the house ,1.0
1129,thierry hunter,2016-06-24,change router channel make significant improvement ,
1130,raul manzano,2016-06-24,work ok but often voice lag video ,
1131,hyujeong choi,2016-06-24,enjoy big screen via smart phone,1.0
1132,mitz creel,2016-06-24,great,
1133,zahra g,2016-06-24,it s lit,
1134,sally moseley,2016-06-24,i m technically disabled  chrome was so simple to set up that i was amazed! and it connects easily to the google cast   i did it in less than 15 minutes ! and hey! i can cast from my hulu or netflix accounts or from youtube or from my digital movie library or from a plethora of others that google shows you  simply wonderful!     ,
1135,doug rakers,2016-06-24,great deal,
1136,christine cote,2016-06-24,great   i use it for netflix and casting from my tablet ,
1137,ricardo verdin,2016-06-24,excellent functionally perfect!!!!,
1138,joshua feldman,2016-06-24,netflix cast break after the update  thank for ruin my netflix and chill,
1139,sanjit singh,2016-06-24,jump on the chromecast bandwagon and doesn t seem like i will be leave anytime soon  keep bring more feature and update to the !,1.0
1140,alexis montes,2016-06-24,can you make it so i can add just news from my city?,
1141,carl cora,2016-06-24,how about implement the capability of stream avi file !,
